doy.dayfract,datetime [UTC],Location,Transect,SZA,Lat,Lon,temp1 [C],temp2 [C],temp3 [C],temp4 [C],h1 [%],h2 [%],Incoming at 750nm [W m-2nm-1sr-1],Reflected 750 [W m-2nm-1sr-1],Reflected 760 [W m-2nm-1sr-1],Reflected 687 [W m-2nm-1sr-1],Reflectance 750 [-],Reflectance 760 [-],E_stability [%],sat value L,sat value E,sat value E2,Dynamic range E [%],Dynamic range L [%],OptEfluo [%],OptLfluo [%],Cloud Index [%],SIF_A_ifld [mW m-2nm-1sr-1],SIF_B_ifld [mW m-2nm-1sr-1],Incoming at 750nm Full [W m-2nm-1sr-1],Reflected 750nm full [W m-2nm-1sr-1],PAR [W m-2],LPAR,E_stability full [%],sat value L full,sat value E full,sat value E2 full,Dynamic range E full [%],Dynamic range L full [%],OptEfull,OptLfull,Cloud Index full [%],SSHIFT [nm],NDVI,PRI,MTCI,SR,EVI,REP,TCARI,REDCl,mCRI
177.4234144,26-06-19 10:09,0,3,32.28147683,50.867,6.4523,20.07,29.87,27.6,46.4,68.9,21.7,0.33089501,0.113465057,0.114667028,0.032310803,0.350849748,0.365352201,0.109757388,0,0,0,80.5315,80.6035,1.372908475,1.312062336,-3.83344139,1.010115822,1.265515113,0.288250496,0.1079717,323.7856797,0.0296432,1.081084884,0,0,0,78.82941176,79.46666667,4.359373208,6.681089014,8.739179767,0.300576756,0.626801791,-0.068798597,0.662916324,0.9840862,0.497221473,728.3035904,0.13461153,0.398786834,-1.879451832
177.4236921,26-06-19 10:10,0,3,32.24123623,50.867,6.4523,20.07,30.12,27.4,46.2,62.1,22.2,0.330659591,0.112697165,0.113911691,0.031819773,0.348581293,0.363693804,0.199952412,0,0,0,80.38,80.1655,1.372154773,1.322055368,-3.711099261,0.893221846,0.946408558,0.295048665,0.108108262,327.5794928,0.0297358,1.234937069,0,0,0,79.68235294,80.81372549,4.312793008,6.470009588,6.786501921,0.300576756,0.629753331,-0.06628317,0.662097982,0.995719374,0.499291693,728.5329254,0.134063151,0.40009072,-1.876466079
177.4239815,26-06-19 10:10,0,3,32.1994586,50.867,6.4523,20.07,30.25,27.2,45.9,56.8,22.6,0.330350121,0.11281408,0.114099828,0.031847587,0.349681407,0.364013294,0.155485579,0,0,0,80.236,80.3005,1.372969407,1.320184873,-3.56506811,0.820202543,0.981469162,0.292672032,0.107791214,325.0886648,0.029629487,0.446796535,0,0,0,79.23137255,80.5254902,4.285877816,6.533613972,7.536800867,0.300576756,0.624742809,-0.070643652,0.66112763,0.980671564,0.492705998,728.0279755,0.133793051,0.404892917,-1.888157754
177.4242708,26-06-19 10:10,1,3,32.1578242,50.867,6.4523,20.07,30.31,27.2,45.6,54,22.8,0.330217904,0.113086093,0.11435325,0.031829802,0.350463005,0.365868904,0.045726647,0,0,0,80.126,80.3055,1.375474194,1.315922373,-3.471601442,0.972366304,1.19717816,0.290776833,0.107649694,324.5599483,0.029713327,0.367097955,0,0,0,79.19411765,80.57843137,4.327073075,6.484364255,8.14441875,0.300576756,0.623836778,-0.065811742,0.657906314,0.993688562,0.493215768,728.265597,0.133645514,0.405923653,-1.88879936
177.4245602,26-06-19 10:11,1,3,32.11633359,50.867,6.4523,20.07,30.37,26.7,45.2,52.4,23.1,0.329437219,0.112662824,0.113944185,0.031902379,0.350251067,0.365800087,0.075139449,0,0,0,80.2415,80.516,1.373114811,1.317687682,-3.187549521,0.967449327,0.757477355,0.289602799,0.107697968,324.0128403,0.029681066,0.611934828,0,0,0,78.99411765,80.50980392,4.31003494,6.433772929,8.538982251,0.300576756,0.625537545,-0.069874353,0.660144074,0.987322306,0.495563311,728.1510921,0.135742057,0.3910834,-1.866076487
177.424838,26-06-19 10:11,1,3,32.07663836,50.867,6.4523,20.07,30.37,26.9,45.2,52,23.5,0.330979265,0.11318287,0.114534884,0.032150327,0.35039163,0.365574197,0.152817407,0,0,0,80.2925,80.357,1.373108672,1.316897798,-3.589599913,0.865697804,1.272150074,0.291627899,0.107878313,323.2877597,0.029675205,0.042134667,0,0,0,78.9254902,80.43529412,4.271867723,6.435204279,7.989697079,0.300576756,0.627445699,-0.067615703,0.659930019,0.985099498,0.498964632,728.382328,0.13582231,0.397671141,-1.878786042
177.4251273,26-06-19 10:12,1,3,32.03543134,50.867,6.4523,20.07,30.37,26.6,44.9,51.7,23.8,0.330614297,0.113240831,0.114513245,0.032036237,0.350917298,0.365697096,0.149630855,0,0,0,80.314,80.485,1.372982592,1.314098584,-3.42846389,0.933269562,0.946559103,0.290611397,0.108334496,324.9828011,0.029859331,0.414622674,0,0,0,79.2372549,80.78039216,4.240497938,6.45277757,8.337249218,0.300576756,0.623680569,-0.066194913,0.661769525,0.985803752,0.493909887,728.3974676,0.132617395,0.399453385,-1.881231426
177.4254167,26-06-19 10:12,1,3,31.99436991,50.867,6.4523,20.07,30.31,26.6,44.7,51.8,24,0.327875845,0.112275465,0.113608794,0.031818194,0.350641491,0.366004762,0.004258301,0,0,0,80.37,80.588,1.371056543,1.3161923,-2.569920785,0.835663904,1.04181692,0.290497324,0.107227397,323.2194028,0.029683807,0.029204729,0,0,0,78.78039216,81.45686275,4.318388569,6.278237835,8.418980851,0.300576756,0.624259147,-0.068840798,0.649457221,0.990557588,0.494338648,728.2615695,0.134959179,0.398139138,-1.877883919
177.425706,26-06-19 10:13,1,3,31.95337629,50.8669,6.4523,20.07,30.31,26.5,44.5,51.9,24.2,0.326535212,0.111932512,0.113158135,0.031677538,0.35060481,0.365898422,0.301395136,0,0,0,80.265,80.5935,1.372819816,1.316602593,-2.123032308,0.855223254,0.961391048,0.290306887,0.106926977,321.4995625,0.029515404,0.514523244,0,0,0,78.58235294,81.37843137,4.357200124,6.426215687,8.522967905,0.300576756,0.625341962,-0.067350727,0.657782074,0.983732227,0.496106252,728.1746957,0.135729433,0.397148948,-1.874352362
177.4259954,26-06-19 10:13,1,3,31.91256866,50.8669,6.4524,20.07,30.25,26.6,44.4,52.1,24.3,0.325310141,0.111431377,0.112702919,0.031707216,0.35090771,0.365489434,0.146307108,0,0,0,80.3845,80.8125,1.371926013,1.31348078,-1.710762386,0.668575456,0.900855042,0.28869336,0.106644709,317.570088,0.02922472,0.206670383,0,0,0,77.59019608,81.55294118,4.395548033,6.268423048,9.044613622,0.300576756,0.625429919,-0.06824164,0.656568715,0.980515436,0.496504909,728.1653468,0.134803674,0.394321568,-1.873704371
177.4262616,26-06-19 10:13,1,3,31.87530956,50.867,6.4523,20.07,30.25,26.6,44.2,52.3,24.3,0.328584813,0.112750677,0.113988032,0.032397668,0.351284464,0.365752696,0.259709944,0,0,0,80.453,80.946,1.370047071,1.311811494,-2.624582434,0.753492075,1.083375969,0.290107869,0.107312678,320.7487217,0.029588148,0.25567324,0,0,0,77.8745098,81.46862745,4.282541994,6.311963804,8.672603039,0.300576756,0.624056495,-0.06697739,0.640748018,0.980494359,0.495130459,728.4557355,0.133797527,0.394813961,-1.877294972
177.4265509,26-06-19 10:14,1,3,31.83482484,50.867,6.4523,20.07,30.19,26.6,44,52.5,24.7,0.330382186,0.113934376,0.115188767,0.032912467,0.352925478,0.36802004,0.210250229,0,0,0,80.215,80.9465,1.372066626,1.306610843,-3.099954153,1.025769942,0.805977383,0.291367688,0.108948533,326.7520054,0.030307127,1.604297752,0,0,0,79.42156863,81.91372549,4.252452378,6.345158815,8.350033845,0.300576756,0.623837934,-0.069188444,0.648081676,0.997576135,0.497595439,728.4642136,0.132919454,0.392877366,-1.876540547
177.4268403,26-06-19 10:14,1,3,31.79448869,50.867,6.4523,20.07,30.19,26.5,44,52.6,24.8,0.3269592,0.113261666,0.114430768,0.032298718,0.354098137,0.368945348,0.148083644,0,0,0,80.0255,81.314,1.375323265,1.303875407,-2.043735679,1.023388891,1.009360811,0.292639411,0.10762369,321.9040627,0.029772517,1.133553723,0,0,0,78.54313725,80.4627451,4.264581344,6.390200524,8.024049704,0.300576756,0.623455865,-0.068049987,0.657555647,0.988332074,0.495645915,728.3895583,0.135997537,0.386075389,-1.860744854
177.4271296,26-06-19 10:15,1,3,31.75430187,50.867,6.4523,20.07,30.19,26.5,43.7,52.7,24.7,0.32667317,0.112323717,0.113570073,0.032131825,0.351938511,0.367210919,0.001426882,0,0,0,80.2255,80.8585,1.374620092,1.311789183,-1.908498364,0.865198681,1.014457799,0.289564436,0.106999491,318.2777147,0.029441151,0.083020121,0,0,0,77.72745098,80.70196078,4.306372102,6.330338975,8.972701728,0.300576756,0.622879695,-0.07160876,0.66189143,0.988278251,0.494381687,728.260069,0.137336755,0.394758099,-1.872148824
177.427419,26-06-19 10:15,1,3,31.71422649,50.867,6.4524,20.07,30.19,26.5,43.6,52.8,24.7,0.32716925,0.112693339,0.113902708,0.032276608,0.352559417,0.366962365,0.057965986,0,0,0,80.2705,81.107,1.373749633,1.309800328,-2.002792096,0.860581126,1.009600887,0.289783359,0.107262288,320.2470233,0.029669205,0.277921245,0,0,0,77.94509804,81.3372549,4.314915686,6.359646412,8.954936212,0.300576756,0.622418529,-0.068404316,0.650850141,0.982301543,0.494842498,728.4538759,0.134427876,0.399299344,-1.8822503
177.4277083,26-06-19 10:15,1,3,31.67434021,50.867,6.4524,20.07,30.12,26.6,43.5,53,24.8,0.330541563,0.114150583,0.115321313,0.032811293,0.353769079,0.368723607,0.102456241,0,0,0,80.3155,81.306,1.370529427,1.30224295,-2.939938611,0.90573446,0.850962822,0.293009776,0.109545573,324.2080481,0.030375886,0.388722114,0,0,0,78.51372549,82.24901961,4.243482016,6.308416977,8.05582415,0.300576756,0.623132299,-0.068622773,0.64517477,0.981917555,0.499025571,728.2150385,0.137276216,0.401378962,-1.886166544
177.4279977,26-06-19 10:16,1,3,31.63460505,50.867,6.4524,20.07,30.12,26.6,43.4,53.1,25,0.331114637,0.114481486,0.115671052,0.032958062,0.353882596,0.36873046,0.035627997,0,0,0,80.2345,81.129,1.371635173,1.30320075,-3.056765044,0.912126303,1.330730237,0.291968782,0.10926056,325.5737488,0.030556506,0.094567597,0,0,0,79.4254902,80.82941176,4.268118427,6.434824049,8.406971697,0.300576756,0.621003183,-0.06756953,0.642996094,0.99491304,0.496505289,728.5234912,0.136339041,0.388638101,-1.871633692
177.428287,26-06-19 10:16,1,3,31.59502157,50.867,6.4524,20.07,30.12,26.6,43.3,53.2,25.3,0.329118477,0.114026393,0.115332551,0.032790929,0.354999431,0.369212301,0.061037818,0,0,0,80.2515,81.5035,1.37171188,1.298978776,-2.421651978,0.90252478,0.510022788,0.289786161,0.109364498,324.9361335,0.030310033,1.219010342,0,0,0,78.90980392,80.64313725,4.256688392,6.490984048,9.091792091,0.300576756,0.62566399,-0.063732704,0.648586304,0.986415031,0.501215742,728.6003665,0.137621674,0.396572569,-1.881348262
177.4285764,26-06-19 10:17,1,3,31.55559054,50.867,6.4524,20.07,30.12,26.6,43.3,53.2,25.4,0.330087474,0.113929268,0.11519049,0.032859815,0.353150157,0.367724408,0.094159538,0,0,0,80.198,81.269,1.373054847,1.305521868,-2.654908775,0.970049226,1.285712472,0.290090279,0.109005215,323.5785544,0.030424008,0.737154912,0,0,0,78.86470588,81.06666667,4.302668494,6.462314727,9.048208848,0.300576756,0.622437793,-0.068900134,0.65538107,0.993888133,0.498904503,728.6330841,0.136933988,0.39139781,-1.872426651
177.4288657,26-06-19 10:17,1,3,31.51631251,50.867,6.4524,20.07,30.12,26.6,43.1,53.2,25.3,0.331956028,0.114671222,0.115939043,0.033106649,0.354104709,0.369193795,0.012887624,0,0,0,80.3505,81.1985,1.37056062,1.303191978,-3.151299307,0.917802051,1.082541726,0.291070784,0.109098739,325.6553376,0.030449715,0.414805897,0,0,0,79.21372549,80.79215686,4.216026755,6.484363235,8.806628811,0.300576756,0.621934366,-0.068625302,0.641087425,0.986566972,0.496321295,728.4327914,0.137361763,0.396901334,-1.882990275
177.4291551,26-06-19 10:17,1,3,31.47718803,50.867,6.4524,20.07,30.06,26.6,43.1,53.3,25.6,0.333715234,0.115270538,0.116533712,0.033341701,0.353988622,0.369240832,0.151904778,0,0,0,80.408,81.2505,1.36968557,1.300992367,-3.615538587,1.036228874,1.29147272,0.294171499,0.111036837,329.7398976,0.03086304,0.371319135,0,0,0,79.92745098,81.99803922,4.193787243,6.440723904,7.945192906,0.300576756,0.622301497,-0.066837643,0.648005836,0.987196709,0.497918783,728.5623709,0.136619481,0.390172854,-1.870561712
177.4294444,26-06-19 10:18,1,3,31.43821787,50.867,6.4524,20.07,30.06,26.7,42.9,53.4,25.9,0.332032794,0.115043937,0.116263342,0.033245541,0.355048416,0.369892678,0.036330026,0,0,0,80.2125,81.392,1.373006931,1.299696328,-3.073868608,0.86939497,1.028857225,0.292148797,0.109891152,327.4797591,0.030650126,0.881161549,0,0,0,79.38235294,81.33529412,4.274114742,6.353384397,8.581488662,0.300576756,0.619546739,-0.063496427,0.648561687,0.987046094,0.493493924,728.2331581,0.136024909,0.395849483,-1.882277942
177.4297222,26-06-19 10:18,1,3,31.40095221,50.867,6.4524,20.07,30.06,26.7,42.9,53.4,26.1,0.332708236,0.11496238,0.116151886,0.03332502,0.354191667,0.369499892,0.188152052,0,0,0,80.227,81.3245,1.367575437,1.30034719,-3.223623473,0.947390916,1.233586324,0.294783137,0.110128026,327.3633836,0.030649496,0.092726336,0,0,0,79.36078431,81.49411765,4.237402509,6.352354225,7.854879605,0.300576756,0.624397815,-0.068877468,0.651311188,0.985596564,0.500575865,728.3312831,0.137018803,0.389002402,-1.871104951
177.43,26-06-19 10:19,1,3,31.36382978,50.867,6.4524,20.07,30.06,26.7,42.8,53.5,26.1,0.329302195,0.114026474,0.115248037,0.033032358,0.354939157,0.369887473,0.193799912,0,0,0,80.084,81.2415,1.374517082,1.301972825,-2.181683721,0.872624483,0.915507152,0.292291239,0.109113776,326.0856599,0.030492646,0.031369382,0,0,0,79.19411765,80.84901961,4.293596186,6.445936094,8.625512159,0.300576756,0.618641001,-0.066708028,0.639118562,0.990856379,0.491963227,728.4093608,0.13520462,0.403061237,-1.89378321
177.4302894,26-06-19 10:19,1,3,31.32531362,50.867,6.4524,20.07,30.06,26.7,42.7,53.5,26.1,0.330883448,0.114402068,0.115636614,0.033019,0.354813641,0.36929986,0.075710388,0,0,0,80.4005,81.612,1.366372587,1.300945976,-2.594547802,1.043886401,1.222201873,0.28961209,0.108936935,322.0581127,0.030283906,1.124394818,0,0,0,78.27647059,82.03137255,4.349160277,6.393580455,9.451752088,0.300576756,0.6211803,-0.066938432,0.648602109,0.983983499,0.497204417,728.2869557,0.136509364,0.390335657,-1.871577279
177.4305787,26-06-19 10:20,1,3,31.28695416,50.867,6.4524,20.07,30.06,26.7,42.8,53.5,26.1,0.33111988,0.114638296,0.115817335,0.033198703,0.354984527,0.368953499,0.339080487,0,0,0,80.2005,81.539,1.37199866,1.299818762,-2.614942374,1.089050761,1.126309961,0.296665203,0.110294941,327.7765798,0.030846147,0.904160008,0,0,0,79.85098039,80.82941176,4.260803585,6.491583344,7.437608258,0.300576756,0.619897191,-0.069502375,0.641055915,0.987995617,0.4954378,728.4121445,0.136696327,0.387940392,-1.871156838
177.4308681,26-06-19 10:20,1,3,31.24875198,50.867,6.4524,20.07,30.06,26.7,42.7,53.5,26.4,0.328084474,0.113874499,0.115136494,0.033024052,0.355990108,0.370308259,0.0097604,0,0,0,80.271,81.8475,1.371728444,1.295115062,-1.681345141,0.871080105,1.059248514,0.292364811,0.109017163,322.0741968,0.030363469,0.05267037,0,0,0,78.22156863,80.6254902,4.309057461,6.435880031,8.73606095,0.300576756,0.618344827,-0.065134668,0.651297659,0.982877353,0.493523167,728.2454654,0.136061756,0.387371707,-1.872048362
177.4311574,26-06-19 10:20,1,3,31.21070783,50.867,6.4524,20.07,30.06,26.7,42.6,53.6,26.6,0.329981621,0.11512088,0.116356314,0.03348598,0.357581084,0.372118127,0.365876124,0,0,0,80.339,82.345,1.369219913,1.286645922,-2.186702896,1.063891776,1.294287023,0.290287974,0.109009743,319.9834863,0.030299435,0.665385471,0,0,0,78.03333333,80.30392157,4.312437319,6.400301545,9.385029947,0.300576756,0.619315732,-0.066943405,0.644402722,0.983429894,0.496710163,728.5299732,0.137195942,0.382872197,-1.864839019
177.4314468,26-06-19 10:21,1,3,31.17282227,50.867,6.4524,20.07,30.06,26.7,42.5,53.6,26.6,0.332095825,0.115849717,0.116971379,0.033689153,0.357561034,0.372376692,0.172411693,0,0,0,80.125,81.9945,1.368066908,1.292627091,-2.755142354,0.978357044,0.879926029,0.293281747,0.1103178,327.026679,0.030992516,0.432211835,0,0,0,79.3372549,81.93529412,4.242191473,6.362076255,8.555644344,0.300576756,0.620688837,-0.068383763,0.642015145,0.996112482,0.498824701,728.7987947,0.137554753,0.386602879,-1.873106559
177.4317361,26-06-19 10:21,1,3,31.13509588,50.867,6.4524,20.07,30.06,26.7,42.4,53.6,26.5,0.330228012,0.114906749,0.116038191,0.033473585,0.356418828,0.371983954,0.188137676,0,0,0,80.233,81.9205,1.371072377,1.290055673,-2.163429568,1.063763722,1.213041711,0.29239141,0.110247753,324.8251265,0.030874286,0.233987624,0,0,0,79.31960784,81.70588235,4.295366968,6.364337805,8.858123383,0.300576756,0.619907638,-0.066926506,0.638043315,0.989348603,0.497981157,728.5774142,0.13713904,0.388479569,-1.87482831
177.4320255,26-06-19 10:22,1,3,31.0975294,50.867,6.4524,20.07,30.06,26.8,42.4,53.7,26.4,0.332372319,0.116003344,0.117154592,0.033882899,0.35775601,0.372153968,0.004365493,0,0,0,80.3085,82.212,1.370226686,1.288766036,-2.740663873,0.909433714,0.972172376,0.294293611,0.111258293,327.5908321,0.031179347,0.413121433,0,0,0,79.47843137,81.42745098,4.261452721,6.45124873,8.347024056,0.300576756,0.61811694,-0.067514086,0.640189418,0.976990865,0.495925864,728.2562022,0.137656012,0.387199751,-1.870798655
177.4323148,26-06-19 10:22,1,3,31.06012334,50.867,6.4524,20.07,30.12,26.8,42.3,53.6,26.6,0.333923068,0.116434477,0.117562281,0.034026773,0.357263097,0.371970743,0.076960546,0,0,0,80.319,82.1935,1.365835951,1.28728728,-3.144916856,1.029007931,0.935515703,0.293835872,0.110720645,327.2817836,0.031172702,1.090196615,0,0,0,79.73529412,80.81764706,4.270242173,6.464050805,8.523006372,0.300576756,0.615186227,-0.066456763,0.636460069,0.982768425,0.491756381,728.1583335,0.138787744,0.377821172,-1.85942207
177.4326042,26-06-19 10:22,1,3,31.02287846,50.867,6.4524,20.07,30.12,26.8,42.3,53.6,26.6,0.331804344,0.11555485,0.116687605,0.033971326,0.356969205,0.371712952,0.123450071,0,0,0,80.113,81.794,1.373106131,1.293836628,-2.481459822,1.11558749,0.980621411,0.293998106,0.110647114,328.6028266,0.031206975,0.138143234,0,0,0,80.07058824,81.66470588,4.245199618,6.454986455,8.518255413,0.300576756,0.61982866,-0.068115374,0.638119024,0.978342067,0.498688605,728.8628279,0.137923455,0.387497398,-1.874451368
177.4328935,26-06-19 10:23,1,3,30.98579532,50.867,6.4524,20.07,30.12,26.8,42.2,53.6,26.7,0.330033637,0.115448581,0.116433756,0.033889815,0.358708402,0.373066629,0.073604414,0,0,0,80.2815,82.3315,1.370132015,1.283442327,-1.919973732,1.056491548,1.131643969,0.29411886,0.110459619,324.2769523,0.030824396,0.067534871,0,0,0,78.85882353,80.54901961,4.32303032,6.580160966,8.52535787,0.300576756,0.61978614,-0.067759172,0.640952278,0.994666809,0.498520986,728.410892,0.138817874,0.393456636,-1.881834148
177.4331829,26-06-19 10:23,1,3,30.94887449,50.867,6.4524,20.07,30.12,26.8,42.2,53.6,26.9,0.332774096,0.11618289,0.117213172,0.034101365,0.358116598,0.372810544,0.205364951,0,0,0,80.2115,82.1815,1.36911964,1.286977676,-2.67066502,1.132571799,1.107119805,0.294307196,0.11067401,325.6342076,0.031004178,0.284181562,0,0,0,79.24313725,81.04901961,4.286598521,6.438238778,8.512592214,0.300576756,0.619184238,-0.069637052,0.63103934,0.995880301,0.498221573,728.5687797,0.137720555,0.393860548,-1.885691612
177.4334722,26-06-19 10:24,1,3,30.91211673,50.867,6.4524,20.07,30.12,26.8,42.2,53.6,27,0.333772085,0.116745394,0.117835284,0.034221146,0.358826223,0.373270515,0.025822121,0,0,0,80.354,82.355,1.367416376,1.283987447,-2.914633318,0.942484479,1.02313068,0.296195342,0.11095347,328.3767116,0.031452136,0.529674217,0,0,0,80.17058824,82.06666667,4.232401031,6.546181708,8.005634768,0.300576756,0.61839973,-0.070420024,0.63533776,0.987900567,0.499549728,728.8934848,0.13875889,0.392900353,-1.885303767
177.4337616,26-06-19 10:24,1,3,30.87552261,50.867,6.4524,20.07,30.12,26.9,42.2,53.7,27,0.333384695,0.116767622,0.117862679,0.034361301,0.359008425,0.373568287,0.155397024,0,0,0,80.3615,82.429,1.36926672,1.284313595,-2.756200151,1.054479647,1.220835949,0.294019571,0.110886149,327.9965894,0.031057229,0.396338426,0,0,0,79.82352941,81.03333333,4.233750533,6.419106162,8.679422631,0.300576756,0.617341674,-0.065941167,0.638250349,0.978379878,0.493366573,728.3500961,0.137962496,0.373160623,-1.847346023
177.4340509,26-06-19 10:25,1,3,30.8390927,50.867,6.4524,20.07,30.12,26.9,42.2,53.7,26.9,0.332718296,0.116150753,0.117002787,0.034123933,0.358065473,0.372409686,0.144897677,0,0,0,80.1405,82.157,1.371946525,1.291941986,-2.517106206,0.933209263,0.784044791,0.294561025,0.111101972,328.2925593,0.031398266,0.236122377,0,0,0,79.64705882,81.85686275,4.22465244,6.476849588,8.563423774,0.300576756,0.614912039,-0.067502963,0.628231743,0.983177614,0.492420911,728.3434644,0.137932744,0.401510125,-1.90275078
177.4343403,26-06-19 10:25,1,3,30.80282774,50.867,6.4524,20.07,30.12,26.9,42.1,53.7,26.7,0.332390288,0.116633659,0.117557994,0.034157128,0.359342831,0.374023759,0.123342309,0,0,0,80.388,82.601,1.369546173,1.281371232,-2.376661831,0.876817521,0.994781074,0.29431938,0.110725253,327.4828242,0.031117908,0.869863281,0,0,0,79.45882353,81.19019608,4.179816057,6.536466203,8.674614921,0.300576756,0.618318593,-0.067662289,0.630492445,0.98127898,0.49587208,728.3770355,0.136976226,0.38320394,-1.867633017
177.4346296,26-06-19 10:25,1,3,30.76672826,50.867,6.4524,20.07,30.12,26.9,42.2,53.6,26.8,0.331110808,0.115942982,0.116984633,0.033975871,0.359018165,0.373786112,0.107291291,0,0,0,80.2635,82.5855,1.368291079,1.285697095,-1.960472202,1.03669312,1.113195433,0.294898902,0.110654917,326.2113793,0.031048082,0.223990873,0,0,0,79.3,81.25098039,4.240508361,6.446166446,8.54722607,0.300576756,0.617361521,-0.07147149,0.633898986,0.983734742,0.495268679,728.4120965,0.137181634,0.382845421,-1.8652675
177.434919,26-06-19 10:26,0,3,30.73079499,50.867,6.4524,20.07,30.19,27.2,42.1,53.8,26.7,0.328521833,0.115493684,0.11655043,0.033945224,0.360100597,0.374771252,0.876732689,0,0,0,80.3685,82.7755,1.370790967,1.281415748,-1.1649961,0.94474453,1.306746236,0.29283235,0.110492947,324.9164212,0.030962254,0.347223733,0,0,0,78.69411765,81.00980392,4.312906105,6.422400727,9.187246056,0.300576756,0.617072559,-0.070101691,0.644434449,0.98733264,0.495406792,728.6230274,0.137069298,0.388580591,-1.877655725
177.4352083,26-06-19 10:26,0,3,30.69502852,50.867,6.4524,20.07,30.19,27.1,42.3,53.8,26.9,0.333830984,0.080753202,0.080490094,0.056716664,0.245942798,0.248907394,1.12526183,0,0,0,81.856,58.1655,1.346847117,1.810731206,-2.660464095,0.120262766,0.233185358,0.296326259,0.111513537,329.0320826,0.031349647,0.293666407,0,0,0,79.70392157,81.60196078,4.218826869,6.379859144,8.214281411,0.300576756,0.618626754,-0.063872132,0.645338867,0.991781015,0.496982861,728.1539102,0.139254735,0.382429884,-1.862628975
177.4354977,26-06-19 10:27,2,3,30.65949763,50.867,6.4522,20.07,30.19,27.1,42.2,53.7,26.7,0.33266163,0.108647799,0.108955173,0.047877486,0.33355013,0.34342192,0.20496536,0,0,0,80.616,78.857,1.364604256,1.344733079,-2.277359825,0.690634956,1.333371935,0.296214756,0.104548027,327.9610129,0.037324531,0.281994425,0,0,0,79.56470588,82.88627451,4.260792126,7.256715607,8.28676783,0.300576756,0.501186718,-0.081019244,0.425260209,0.98533915,0.390720162,734.6964986,0.114409756,0.308179239,-1.889014544
177.4358102,26-06-19 10:27,2,3,30.62123909,50.867,6.4522,20.07,30.19,26.8,42.4,53.2,26.6,0.33564663,0.118843406,0.120054646,0.040513944,0.362965221,0.376593577,0.396392826,0,0,0,80.348,85.2115,1.364892436,1.247368867,-3.09487018,0.616577247,1.730143235,0.290307179,0.112141566,324.133252,0.034610514,0.555284792,0,0,0,78.70392157,81.68823529,4.283060694,6.81830338,10.04157402,0.300576756,0.582822158,-0.076592203,0.542357792,0.98161374,0.478555746,729.9783351,0.146835086,0.356421514,-1.878427855
177.4360995,26-06-19 10:27,2,3,30.58598992,50.867,6.4522,20.07,30.19,27,42.7,53,26.5,0.334578814,0.114772289,0.115901517,0.041317389,0.352001988,0.365640175,0.177567973,0,0,0,80.0185,82.5445,1.368949842,1.285544829,-2.741726275,0.680355881,1.250650124,0.29136774,0.113717544,324.892792,0.034719767,0.535454593,0,0,0,78.91960784,80.86470588,4.244407996,6.834561394,9.77349665,0.300576756,0.586589223,-0.074669101,0.552669497,0.992888991,0.484385936,729.8834998,0.146124671,0.358432999,-1.868891892
177.4363889,26-06-19 10:28,2,3,30.55091018,50.867,6.4522,20.07,30.19,26.8,42.9,52.4,26.3,0.337042983,0.114300604,0.115359692,0.042005689,0.347602036,0.360860118,0.06338531,0,0,0,80.1875,81.688,1.364004471,1.29720001,-3.411680843,0.67877874,1.203657556,0.298278914,0.114254559,330.3002429,0.035003577,0.192065288,0,0,0,80.16078431,81.18235294,4.234378091,6.835974029,7.811496782,0.300576756,0.577715633,-0.075900593,0.55483211,0.982427257,0.470696584,730.5861786,0.13767268,0.368679516,-1.88945411
177.4366782,26-06-19 10:28,2,3,30.51600043,50.867,6.4522,20.07,30.19,27.1,43.1,52.2,26,0.335513426,0.113372968,0.114536418,0.041973853,0.346544482,0.359806632,0.145940969,0,0,0,80.09,81.262,1.367833198,1.308718706,-2.925528727,0.728938071,0.911125622,0.29595576,0.113877136,331.5895747,0.035022238,0.750560439,0,0,0,80.35490196,81.21176471,4.213260606,6.890871103,8.523300113,0.300576756,0.579525975,-0.075743306,0.551027833,0.985342824,0.471814099,730.2038992,0.139851753,0.364567858,-1.880619971
177.4369676,26-06-19 10:29,2,3,30.48126124,50.867,6.4522,20.07,30.19,26.7,43.3,51.7,25.8,0.332798158,0.121649828,0.122749448,0.040056501,0.37425478,0.3868983,0.154285669,0,0,0,80.452,88.0505,1.367322076,1.206142939,-2.096921917,0.606179691,1.360601186,0.293034812,0.112960458,327.6424945,0.034651403,0.497011008,0,0,0,80.11372549,80.58431373,4.189749709,6.940787253,9.407325903,0.300576756,0.581916218,-0.075398483,0.558113108,0.989386623,0.476670887,730.723084,0.137852762,0.364912136,-1.88273232
177.4372569,26-06-19 10:29,2,3,30.44669337,50.867,6.4522,20.07,30.12,26.9,43.4,51.6,25.5,0.333425947,0.115351266,0.116311608,0.044007645,0.353864253,0.365622875,0.407095977,0,0,0,80.213,83.062,1.367261754,1.273992256,-2.236010929,0.608588173,1.087071146,0.289187515,0.113856573,320.9360759,0.03409792,1.410951235,0,0,0,78.04117647,81.24901961,4.308319313,6.714628297,10.55841827,0.300576756,0.59185837,-0.07382401,0.566204823,0.989578972,0.489962817,729.6891947,0.147583176,0.359529044,-1.861686507
